stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
el sistema	El Sistema	El Sistema	2	17,3100331402	119,757953119	283,578080306	8,0	298,0	 
loan student	student loan	student loan|&|student loans	2	25,1782300221	161,969158892	241,100072335	20,0	648,0	 
africa sub-saharan	Sub-Saharan Africa	Sub-Saharan Africa|&|sub-Saharan Africa	2	116,449313852	565,328756533	318,683615553	63,0	2242,0	 
job perman	permanent jobs	permanent jobs	2	15,7363937638	105,359391683	220,486490837	10,0	321,0	 
develop program skill	skills development program	skills development program|&|skill development programs	3	17,8714062711	119,485117492	473,075226405	8,0	314,0	 
build workshop	building workshops	building workshops|&|Building Workshops	2	17,3100331402	117,719124869	267,982398007	18,0	688,0	 
organ wast	organic waste	organic waste|&|Organic waste|&|waste organic	2	59,7982963024	350,559141869	741,636399598	23,0	666,0	 
abus substanc	substance abuse	substance abuse|&|Substance Abuse|&|Substance abuse	2	199,8522008	879,896157747	328,619337202	112,0	4544,0	 
econom justic	economic justice	economic justice	2	14,1627543874	96,3156476199	205,020636747	9,0	310,0	 
household poor	poor households	poor households	2	28,3255087748	176,333813105	230,262297984	16,0	574,0	 
and/or school	school and/or	school and/or|&|schools and/or|&|and/or school	2	29,8991481512	186,130136055	205,38152478	16,0	714,0	 
high program school	high school programs	high school programs|&|high school program|&|program for high school|&|program from high school	3	17,8714062711	117,38016901	562,54889223	9,0	344,0	 
behavior destruct	destructive behavior	destructive behavior	2	15,7363937638	105,359391683	241,348152759	10,0	371,0	 
diseas heart	heart disease	heart disease	2	67,6664931843	362,710543653	248,772042313	41,0	1622,0	 
career goal	career goals	career goals	2	53,5037387969	295,989014612	218,317538373	35,0	1368,0	 
tradit use	use traditional	use traditional	2	14,1627543874	96,3156476199	181,553523534	9,0	303,0	 
long-term solut	long-term solution	long-term solution|&|long-term solutions	2	14,1627543874	96,3156476199	181,397880224	9,0	284,0	 
health mental	mental health	mental health|&|Mental Health|&|Mental health	2	232,898627704	1011,6869263	249,370644728	111,0	4343,0	 
black male young	young black males	young black males|&|young Black males|&|Young black males|&|Young Black Males|&|young Black Males|&|black young males	3	403,099497003	1593,48595202	1278,56290761	125,0	4638,0	 
busi ownership	business ownership	business ownership|&|ownership of this business	2	42,4882631622	250,970173724	321,361828605	22,0	784,0	 
busi new	new business	new business|&|new businesses	2	86,5501657008	440,179536249	339,164146973	50,0	1507,0	 
dweller rural	rural dwellers	rural dwellers	2	14,1627543874	99,8749521417	214,172533882	7,0	242,0	 
diseas prevent	disease prevention	disease prevention|&|preventable diseases|&|preventable disease|&|prevention of the disease	2	47,2091812914	272,820839772	223,934615693	25,0	828,0	 
old year	year old	year old|&|year olds|&|years old	2	143,20118325	645,725334839	232,495346547	102,0	3257,0	 
boy young	young boys	young boys|&|young boy	2	56,6510175496	318,976863412	248,755910461	34,0	1496,0	 
idea realiti	idea a reality	idea a reality|&|idea into reality|&|idea into a reality	3	14,1627543874	96,3156476199	186,275577476	9,0	330,0	 
latino male	Latino males	Latino males	2	25,1782300221	163,984492598	353,415271254	12,0	493,0	 
initi similar	similar initiatives	similar initiatives|&|similar initiative	2	22,0309512693	141,723014031	168,607425238	13,0	414,0	 
gang prevent	gang prevention	gang prevention|&|Gang Prevention	2	14,1627543874	96,3156476199	193,309028289	9,0	319,0	 
disast recoveri	disaster recovery	disaster recovery	2	17,3100331402	122,069385951	215,394346285	7,0	148,0	 
care health servic	health care services	health care services	3	33,7571007343	206,803104292	457,767751255	14,0	500,0	 
possibl solut	possible solutions	possible solutions|&|possible solution	2	25,1782300221	156,741167204	198,573431446	16,0	514,0	 
commun sustain	community sustainability	community sustainability|&|sustainable community|&|sustainable communities|&|community sustainable|&|sustainability community	2	59,7982963024	325,452597208	170,970439151	38,0	1422,0	 
impact measur term	measure impact in terms	measure impact in terms|&|terms of measuring impact|&|measure the impact in terms	4	19,857118079	128,330253811	265,329260616	10,0	327,0	 
entrepreneur program	Entrepreneur Program	Entrepreneur Program|&|entrepreneur program	2	14,1627543874	97,983779825	183,985628924	8,0	215,0	 
coast gulf	Gulf Coast	Gulf Coast	2	14,1627543874	97,983779825	204,790396876	8,0	257,0	 
academ perform	academic performance	academic performance|&|Academic performance|&|academic performances	2	157,363937638	709,588280043	549,596442977	102,0	4150,0	 
basic necess	basic necessities	basic necessities	2	28,3255087748	176,333813105	211,146642345	17,0	662,0	 
care provid	care providers	care providers|&|care provider|&|providing care	2	34,6200662803	209,569637621	306,003627811	29,0	906,0	 
men young	young men	young men|&|Young Men|&|Young men|&|YOUNG MEN	2	919,005395805	3110,58158192	1747,92558435	311,0	12091,0	 
children primari school	primary school children	primary school children|&|children in primary school	3	13,8999826553	94,7889532019	821,59961457	7,0	231,0	 
center nation	National Center	National Center	2	45,635541915	258,554995811	297,476704742	55,0	2177,0	 
area resid	area residents	area residents|&|residents of this area	2	14,1627543874	97,983779825	222,66475968	8,0	262,0	 
use video	use video	use video|&|use videos|&|use of video|&|videos and use|&|use the videos|&|video use	2	17,3100331402	115,895330851	192,094764418	10,0	319,0	 
new solut	new solutions	new solutions	2	17,3100331402	115,895330851	176,708300638	10,0	277,0	 
correct facil	correctional facilities	correctional facilities	2	20,4573118929	131,5999416	259,663480311	13,0	494,0	 
high preval	high prevalence	high prevalence	2	17,3100331402	115,895330851	176,677981857	10,0	392,0	 
sustain way	sustainable way	sustainable way|&|sustainable ways	2	62,9455750551	337,405156887	183,397211805	38,0	1164,0	 
economi sustain	sustainable economy	sustainable economy	2	14,1627543874	99,8749521417	191,776458573	7,0	281,0	 
custom new	new customers	new customers	2	25,1782300221	156,741167204	269,770734226	16,0	435,0	 
level product	production levels	production levels|&|production level|&|productivity levels|&|level of production|&|levels of productivity|&|levels of production	2	23,6045906457	150,096798115	180,174853133	14,0	457,0	 
crowdfund site	crowdfunding sites	crowdfunding sites|&|crowdfunding site	2	17,3100331402	117,719124869	201,873368192	9,0	220,0	 
colleg graduat recent	recent college graduates	recent college graduates	3	15,8856944632	106,208993326	548,732932391	8,0	256,0	 
citi inner student	inner city students	inner city students	3	13,8999826553	94,7889532019	278,129764931	7,0	238,0	 
partner school	partner schools	partner schools|&|partner school|&|partner with schools|&|partnering schools|&|partner with the school|&|schools that partner|&|school we partner|&|partner with a school	2	69,2401325607	376,839849399	217,155159641	35,0	1317,0	 
live peopl young	lives of young people	lives of young people|&|lives of these young people|&|lives of those young people	4	13,8999826553	94,7889532019	196,332819733	10,0	391,0	 
men women young	young men and women	young men and women|&|young men & women|&|young women and men	4	39,714236158	233,317009201	449,507675371	18,0	579,0	 
program uniqu	unique program	unique program|&|unique programs	2	29,8991481512	182,608523622	189,645164142	18,0	604,0	 
commun train	train community	train community|&|community trainings|&|train the community|&|train communities|&|trainings in community|&|train the communities|&|community through trainings	2	31,4727875276	188,903509427	170,048157588	25,0	1047,0	 
cope skill	coping skills	coping skills	2	20,4573118929	133,237400236	236,966567188	12,0	545,0	 
sens strong	strong sense	strong sense	2	15,7363937638	107,017386244	170,975629246	9,0	458,0	 
aid first	first aid	first aid|&|First Aid	2	31,4727875276	192,21949855	291,762264558	18,0	577,0	 
citizen product	productive citizens	productive citizens|&|productive citizen	2	44,0619025386	251,241733893	240,241663337	27,0	1081,0	 
care prenat	prenatal care	prenatal care	2	18,8836725165	128,420863493	187,362405285	9,0	327,0	 
leadership team	leadership team	leadership team|&|Leadership Team|&|team leadership|&|leadership and team|&|Leadership & Team	2	17,3100331402	117,719124869	176,36666277	9,0	297,0	 
issu main	main issue	main issue	2	17,3100331402	115,895330851	169,542248041	10,0	302,0	 
relianc self	self reliance	self reliance	2	40,9146237858	238,11494435	229,350322336	24,0	710,0	 
civil legal servic	civil legal services	civil legal services	3	17,8714062711	127,884743299	282,48197874	5,0	184,0	 
dc washington	Washington DC	Washington DC	2	48,7828206677	274,674521271	175,284865818	29,0	1100,0	 
coast east	east coast	east coast|&|East Coast	2	17,3100331402	114,24550848	192,290876139	11,0	400,0	 
local student	local students	local students	2	17,3100331402	117,719124869	191,623285164	9,0	275,0	 
fire wood	fire wood	fire wood|&|wood fires|&|wood into the fire	2	14,1627543874	97,983779825	202,395027339	8,0	218,0	 
academ goal	academic goals	academic goals	2	17,3100331402	117,719124869	190,017672309	9,0	340,0	 
conflict transform	conflict transformation	conflict transformation|&|Conflict Transformation	2	25,1782300221	168,575026693	185,971698505	10,0	407,0	 
central locat	central location	central location	2	14,1627543874	96,3156476199	173,934089759	9,0	299,0	 
parent student	students and parents	students and parents|&|parents and students|&|Students and parents|&|parent and student|&|Parents and students|&|Parents of these students|&|parents of all students|&|parents of the students|&|parents nor students|&|parent of student|&|student and parent|&|parents or students|&|parent student	3	66,0928538079	356,037995287	274,517005839	37,0	1574,0	 
incom main sourc	main source of income	main source of income	4	15,8856944632	106,208993326	220,81711208	8,0	350,0	 
energi renew sourc	renewable energy sources	renewable energy sources|&|renewable sources of energy	3	15,8856944632	108,330232231	194,856030413	7,0	237,0	 
activ servic	service activities	service activities|&|services and activities|&|services activities|&|activities and services|&|services & activities	2	17,3100331402	114,24550848	181,759342513	15,0	516,0	 
decis make skill	decision making skills	decision making skills	3	19,857118079	130,422410011	216,742911833	9,0	333,0	 
countri poor	poor countries	poor countries	2	29,8991481512	190,122610946	236,424583165	14,0	509,0	 
adult age	adults ages	adults ages|&|adults aged|&|adults of all ages|&|aged adults	2	23,6045906457	151,846086461	216,666000612	13,0	479,0	 
gaug success	gauge success	gauge success|&|gauge the success|&|gauge of success	2	20,4573118929	131,5999416	169,289512379	13,0	446,0	 
charter school	charter schools	charter schools|&|charter school|&|Charter School|&|Charter Schools	2	155,790298261	744,420032164	548,136158394	71,0	2543,0	 
decision-mak process	decision-making process	decision-making process|&|decision-making processes	2	25,1782300221	158,366132935	174,150666434	15,0	455,0	 
counselor guidanc	guidance counselors	guidance counselors|&|guidance counselor	2	28,3255087748	176,333813105	290,929303379	18,0	714,0	 
