stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
wildlif	wildlife	wildlife|&|Wildlife	1	96,307022683	458,126694105	158,881638008	60,0	8215,0	 
distribut	distribution	distribution|&|Distribution|&|distributions	1	365,370972653	1112,63604616	559,231138076	366,0	50567,0	 
reach	reach	reach|&|Reach	1	80,4213282199	350,989070771	165,15463157	77,0	10040,0	 
district school	school districts	school districts|&|school district|&|School District|&|School districts|&|district schools|&|schools in the district|&|district or school|&|schools in district|&|schools per district	2	273,81325149	903,272328419	699,896680241	161,0	24029,0	 
brooklyn	Brooklyn	Brooklyn	1	83,3998959317	384,793675717	201,765466506	64,0	8986,0	 
life style	life style	life style|&|life styles	2	55,0773781733	263,373782743	146,018510436	32,0	4200,0	 
busi food	food businesses	food businesses|&|food business	2	33,046426904	178,926880149	157,62249827	17,0	2746,0	 
plan	plan	plan|&|plans|&|Plan|&|Plans|&|PLAN|&|PLANNING	1	1993,65465513	2880,53939302	210,59057034	1874,0	252082,0	 
demand high	high demand	high demand	2	37,7673450331	191,4641534	152,567401354	24,0	2676,0	 
student success	student success	student success|&|successful students|&|students success|&|success of students|&|success as students|&|success of the students|&|success in students|&|students that success|&|success through students|&|success of these students|&|success as a student|&|success of the student|&|success by the students|&|students about the success|&|success that the students	2	72,3874113134	329,995616146	426,840710489	40,0	5914,0	 
charg	charge	charge|&|charges|&|Charge	1	270,056805874	870,497442883	144,741508207	247,0	33751,0	 
webinar	webinars	webinars|&|webinar|&|Webinars	1	64,5356337567	310,827042707	181,186463311	49,0	6431,0	 
aid hear	hearing aids	hearing aids	2	42,4882631622	291,525920427	139,434517992	4,0	552,0	 
workplac	workplace	workplace|&|workplaces|&|Workplace	1	150,9140974	628,540400727	175,170338174	94,0	13504,0	 
baselin survey	baseline survey	baseline survey|&|baseline surveys|&|Baseline surveys|&|Baseline Survey	2	62,9455750551	291,860043752	236,487239952	37,0	5099,0	 
group youth	youth groups	youth groups|&|youth group|&|Youth groups|&|group of youth	2	149,495740756	600,003563727	232,662523635	69,0	10114,0	 
discuss group	group discussions	group discussions|&|group discussion|&|discussion groups|&|discussion group|&|discussion with a group	2	67,6664931843	308,474162919	153,431847761	49,0	7679,0	 
green technolog	green technology	green technology|&|green technologies	2	36,1937056567	200,497653356	206,841615248	15,0	1970,0	 
salari	salary	salary|&|salaries	1	113,18557305	463,275663618	183,324312755	101,0	14582,0	 
part	part	part|&|parts|&|Part	1	1058,38439361	2004,1995146	125,235900358	1233,0	168225,0	 
clean	Clean	Clean	1	47,6570833896	241,649873686	208,259769735	57,0	7430,0	 
access lack peopl	people lack access	people lack access	3	41,6999479659	209,304711768	385,616930472	20,0	2642,0	 
clinician	clinicians	clinicians|&|clinician	1	49,6427951974	274,531087737	131,743973925	24,0	3307,0	 
non-profit	non-profits	non-profits|&|Non-profits	1	231,33542562	861,626545386	264,176412028	170,0	22715,0	 
sector	sector	sector|&|sectors|&|Sector	1	665,213455646	1665,4454364	822,15199141	791,0	106692,0	 
access improv	improved access	improved access|&|improving access|&|Improved access|&|access improved	2	56,6510175496	270,898747965	140,197251961	32,0	5259,0	 
commerc	Commerce	Commerce|&|commerce	1	70,4927691804	316,419176976	220,766925293	72,0	9030,0	 
risk youth	risk youth	risk youth|&|youth at risk	2	66,0928538079	314,014752554	323,127300222	33,0	5036,0	 
cdc	CDC	CDC	1	91,3427431633	394,028315741	193,565771224	84,0	11588,0	 
colleg high school	high school and college	high school and college|&|high school or college|&|high schools and colleges|&|high school toward college|&|college high school|&|high school & college|&|high school into college|&|high schools & colleges	4	53,6142188132	257,142390801	390,808025425	25,0	3538,0	 
session	sessions	sessions|&|session|&|Sessions|&|Session	1	645,356337567	1660,25563411	975,979389412	616,0	86690,0	 
develop goal millennium	Millennium Development Goals	Millennium Development Goals|&|millennium development goals|&|Millennium Development Goal|&|Millennium Goal Development	3	77,442760508	336,990200266	229,134469863	39,0	6458,0	 
group	groups	groups|&|group|&|Group|&|Groups|&|GROUP|&|GROUPS	1	2410,65413479	3316,61208315	339,299699055	2328,0	313542,0	 
livestock	livestock	livestock|&|Livestock	1	110,207005338	489,925626258	335,784662152	76,0	11779,0	 
impact	IMPACT	IMPACT|&|impact|&|impacts|&|Impact|&|impactful|&|Impacts	1	8090,78276128	1268,48909389	855,779441667	6009,0	747264,0	 
cell	cell	cell|&|cells|&|Cell	1	47,6570833896	249,839755711	218,540097514	95,0	12338,0	 
best practic share	share best practices	share best practices	3	33,7571007343	176,969826962	211,690498176	16,0	2230,0	 
commun health	community health	community health|&|Community Health|&|health community|&|health communication|&|health of the community|&|community on health	2	136,906625745	549,476947834	424,354835661	91,0	12806,0	 
teacher train	train teachers	train teachers|&|teacher training|&|teacher trainings|&|training teachers|&|Teacher Training|&|trained teachers|&|teachers training	2	69,2401325607	317,400989042	342,26912416	39,0	5853,0	 
equiti	equity	equity|&|Equity	1	204,528316213	783,954180511	214,243032444	153,0	21370,0	 
conserv water	water conservation	water conservation	2	47,2091812914	239,33019175	255,835179803	24,0	3604,0	 
firewood	firewood	firewood|&|Firewood	1	83,3998959317	390,547674019	503,14232848	60,0	8701,0	 
solut	solutions	solutions|&|solution|&|Solutions|&|Solution|&|SOLUTION	1	1614,38369982	2720,74550991	648,868529151	1381,0	180910,0	 
healthcar system	healthcare system	healthcare system|&|healthcare systems	2	34,6200662803	180,131672946	179,038875431	21,0	2588,0	 
symptom	symptoms	symptoms|&|symptom	1	94,3213108752	404,576431335	155,83056021	83,0	12272,0	 
condom	condoms	condoms|&|condom	1	39,714236158	226,865631553	185,867867348	22,0	3034,0	 
factor	factors	factors|&|factor|&|Factor|&|Factors	1	418,985191466	1194,21262877	153,651451815	517,0	79005,0	 
american male	American males	American males|&|American male|&|American Males|&|American Male	2	129,038428863	549,528029765	2016,65678428	161,0	24179,0	 
creation job	job creation	job creation|&|jobs creation|&|Job creation|&|creation of jobs	2	229,751348951	781,943903392	542,721528758	129,0	18414,0	 
manag system	management system	management system|&|management systems	2	91,27108383	401,362310435	245,065350973	47,0	6970,0	 
workforc	workforce	workforce|&|Workforce|&|workforces	1	255,163967315	863,774270326	457,284673354	261,0	38163,0	 
hit	hits	hits	1	40,7070920619	204,32126625	174,133437052	50,0	6895,0	 
market nich	niche market	niche market|&|market niche|&|niche markets	2	40,9146237858	207,419499517	156,34410552	24,0	3289,0	 
program support	support program	support program|&|support programs|&|programs support|&|program support|&|Support Program|&|support the program|&|programs that support|&|program with the support|&|support that the program|&|support of the program|&|support the programs|&|support of a program|&|support during the program	2	100,712920088	423,454657935	165,337756738	57,0	7432,0	 
cholera	cholera	cholera|&|Cholera	1	49,6427951974	258,722154383	240,26407725	33,0	4558,0	 
zambia	Zambia	Zambia	1	81,4141841238	402,754604842	166,269672738	43,0	5593,0	 
financ	finance	finance|&|finances|&|Finance|&|Finances	1	433,878030026	1258,26402039	499,791800282	367,0	50775,0	 
epidem	epidemic	epidemic|&|epidemics	1	95,3141667791	407,693629941	161,397961585	99,0	13599,0	 
nativ	Native	Native|&|Natives|&|natives	1	46,6642274856	247,646401032	142,491965644	52,0	8446,0	 
mainten	maintenance	maintenance|&|Maintenance	1	221,406866581	796,222393491	352,645461085	175,0	23976,0	 
5,000	5,000	5,000	1	120,135564378	483,672045394	128,358546736	139,0	17951,0	 
compass	compassion	compassion|&|Compassion|&|Compass|&|COMPASS|&|compass	1	88,3641754515	395,348112379	135,397278251	69,0	10694,0	 
commun school	schools and communities	schools and communities|&|school community|&|community school|&|community schools|&|school communities|&|school and community|&|communities and schools|&|schools and community|&|Communities in Schools|&|community or school|&|school in the community|&|schools & community|&|schools in the community|&|schools in communities|&|school or community|&|schools in the communities|&|Schools and Communities|&|community with schools|&|community between schools|&|community in school|&|school & community	3	182,54216766	661,286347193	328,3983187	102,0	14652,0	 
experi knowledg	knowledge and experience	knowledge and experience|&|knowledge and experiences|&|experience and knowledge|&|experiences and knowledge|&|knowledge & experiences	3	33,046426904	171,943869631	152,263892	21,0	2935,0	 
adulthood	adulthood	adulthood	1	69,4999132764	319,512611378	309,965870483	72,0	9777,0	 
child health	child health	child health	2	44,0619025386	236,050665072	251,349365111	18,0	2456,0	 
continuum	continuum	continuum|&|Continuum	1	48,6499392935	255,044750622	192,850616343	36,0	5152,0	 
children young	young children	young children	2	66,0928538079	310,125815988	153,489600528	35,0	4886,0	 
clinic	clinics	clinics|&|clinic|&|Clinic|&|Clinics	1	399,128073387	1377,26644915	345,108785905	218,0	30709,0	 
graduat student	graduate student	graduate student|&|graduate students|&|students graduate|&|student graduates|&|graduating students|&|students that graduate|&|student until they graduate|&|graduate each student|&|students as they graduate	2	140,053904498	537,933513231	537,940967241	88,0	12282,0	 
statist	statistics	statistics|&|Statistics|&|statistic|&|Statistic	1	617,556372256	1490,11249152	289,064399725	676,0	91855,0	 
commun level	community level	community level|&|community levels|&|levels of the community|&|level community	2	107,007477594	444,431808006	175,537144933	62,0	9131,0	 
weaver	weavers	weavers|&|weaver	1	31,7713889264	188,582085797	137,277804666	16,0	2280,0	 
river	River	River|&|river|&|rivers|&|Rivers	1	228,356857908	936,951196747	310,777634846	111,0	15947,0	 
engag student	student engagement	student engagement|&|engages students|&|engaging students|&|engagement of the student	2	64,5192144315	297,435930494	384,323014771	38,0	5238,0	 
commod	commodity	commodity|&|commodities	1	57,585642429	276,189975305	245,400456953	50,0	6186,0	 
curriculum develop	curriculum development	curriculum development|&|development curriculum|&|developed curriculum|&|Curriculum Development|&|Development Curriculum|&|development of curriculum	2	55,0773781733	260,034737521	335,358256256	34,0	4828,0	 
certif	certification	certification|&|certificate|&|certifications|&|certificates|&|Certificate|&|Certification|&|Certifications|&|Certificates	1	345,513854574	1135,92805816	180,801267755	259,0	37024,0	 
set	settings	settings	1	125,099843898	503,658493551	135,967882872	147,0	21761,0	 
art	arts	arts|&|art|&|Arts|&|Art|&|ART|&|ARTS	1	1397,94111276	3097,75855941	793,598738428	822,0	112621,0	 
power purchas	purchasing power	purchasing power	2	34,6200662803	178,521146922	204,675590087	22,0	3219,0	 
creator	creators	creators|&|creator	1	39,714236158	205,792135878	166,422213911	46,0	5881,0	 
high rate	high rates	high rates	2	45,635541915	224,317768881	218,98474707	46,0	7134,0	 
startup	startup	startup|&|startups|&|Startup	1	206,514028021	801,247504319	532,849375371	137,0	17452,0	 
sex	sex	sex|&|Sex|&|sexes	1	180,699774519	694,004392256	233,771645689	155,0	21469,0	 
mani way	many ways	many ways|&|ways many	2	59,7982963024	275,672325824	155,665972563	38,0	5492,0	 
sea	sea	sea|&|Sea	1	58,578498333	288,440158371	129,756388297	54,0	6701,0	 
awar commun	community awareness	community awareness|&|Community Awareness|&|awareness and community|&|awareness among the community|&|awareness in the community|&|awareness of the community|&|awareness community	2	50,3564600441	242,397639138	171,318989421	31,0	4423,0	 
black famili	Black families	Black families|&|black families	2	44,0619025386	229,258492841	293,754315181	21,0	2794,0	 
hiv/aid	HIV/AIDS	HIV/AIDS|&|HIV/AIDs|&|HIV/Aids	1	297,856771185	1017,14469499	504,398361922	218,0	31029,0	 
learnt	learnt	learnt	1	39,714236158	201,374894738	148,139751937	48,0	7863,0	 
expert	experts	experts|&|expert|&|Experts|&|Expert	1	487,492248839	1330,51142318	304,62806018	455,0	62747,0	 
poverti rate	poverty rate	poverty rate|&|poverty rates|&|rate of poverty|&|rates of poverty	2	133,759346992	518,742123549	328,928518617	93,0	13658,0	 
particip	participants	participants|&|participation|&|participant|&|Participants|&|Participation|&|Participant	1	3162,24605408	4398,59240833	897,459014632	1784,0	248021,0	 
debat	debate	debate|&|debates|&|Debate	1	149,921241496	615,128829169	189,78997491	105,0	14818,0	 
rite	rites	rites|&|Rites|&|rite|&|Rite	1	89,3570313554	448,510096647	296,128776733	50,0	7517,0	 
health organ world	World Health Organization	World Health Organization	3	47,6570833896	236,880187956	222,001258465	21,0	2387,0	 
leaver school	school leavers	school leavers	2	33,046426904	173,556210224	154,770360103	20,0	2453,0	 
altern	alternative	alternative|&|alternatives|&|Alternatives	1	532,170764517	1395,03703725	178,575725009	571,0	77673,0	 
cost lower	lower cost	lower cost|&|lower costs	2	59,7982963024	280,590023989	282,665734181	35,0	4242,0	 
idea sourc	IDEA SOURCE	IDEA SOURCE	2	2266,04070199	2209,89777804	1077,54717508	1440,0	177357,0	 
aspir	aspirations	aspirations|&|aspiration	1	87,3713195475	376,89664984	267,31579572	100,0	14367,0	 
isol	isolation	isolation	1	97,299878587	415,035755939	127,538770828	93,0	12540,0	 
philanthropist	philanthropists	philanthropists|&|philanthropist	1	32,7642448303	178,567979035	129,41518979	26,0	3501,0	 
self-sustain	self-sustainability	self-sustainability|&|self-sustainable	1	40,7070920619	208,610186461	131,533003718	36,0	4707,0	 
develop entrepreneurship	entrepreneurship development	entrepreneurship development|&|Entrepreneurship Development|&|Entrepreneurship development	2	50,3564600441	242,397639138	230,427547345	31,0	4347,0	 
employ skill	employability skills	employability skills|&|employable skills|&|employment skills|&|employable skill|&|employment skill|&|skills and employment|&|employment and skills|&|employment and skill|&|skills in an employment	2	83,4028869481	374,180588381	292,501442254	43,0	6234,0	 
life outcom	life outcomes	life outcomes	2	33,046426904	175,251270328	253,730858895	23,0	3490,0	 
agricultur product	agricultural production	agricultural production|&|agricultural products|&|agricultural productivity|&|agriculture products	2	118,022953228	496,235927267	430,834361866	62,0	9442,0	 
popul	population	population|&|populations|&|Population|&|POPULATION	1	1721,61213745	2606,08436555	325,671623618	1943,0	261344,0	 
